,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.neighborhood,location.postalCode,location.state,name,referralId,venuePage.id
47,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,504f2e0fe4b0a47b122a16b1,Queen Street,AU,Melbourne,Australia,Victoria,102,"['Queen Street (Victoria)', 'Melbourne VIC 88200', 'Australia']","[{'label': 'display', 'lat': -37.812551, 'lng': 144.959278}]",-37.812551,144.959278,,88200,VIC,Twin Velodrome Black Coffee,v-1599966920,
48,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,57213f4f498eaeb1b8aa02c5,380 La Trobe Street,AU,Melbourne,Australia,Queen Street,110,"['380 La Trobe Street (Queen Street)', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.81106, 'lng': 144.9581}]",-37.81106,144.9581,"Melbourne CBD, Melbourne, VIC",3000,VIC,Charles La Trobe Coffee Co,v-1599966920,
49,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4e3f320caeb73139a191280d,,AU,Melbourne,Australia,,27,"['Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.8146686812407, 'lng': 144.96528952915665}]",-37.8146686812407,144.96528952915665,"Melbourne CBD, Melbourne, VIC",3000,VIC,Black Coffee Shop,v-1599966920,
50,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,5cc2896e31fd1400395e1abd,Level 3,AU,Melbourne,Australia,Collins Lane,65,"['Level 3 (Collins Lane)', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.815357, 'lng': 144.964897}]",-37.815357,144.964897,,3000,VIC,Coffee & Katsu Sando Bar (サン ドワルー),v-1599966920,
51,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4ce3cdebef2db60ce676c25b,35 Degraves St,AU,Melbourne,Australia,,110,"['35 Degraves St', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.81421313869204, 'lng': 144.96627907596144}]",-37.81421313869204,144.96627907596144,,3000,VIC,The Fix Coffee & Bake,v-1599966920,
52,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,59c827cd28122f2fd418dd48,,AU,Melbourne,Australia,,85,"['Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.814868, 'lng': 144.964397}]",-37.814868,144.964397,,3000,VIC,Coffee + Jaffles,v-1599966920,
53,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4e5d6f7ab0fbc0acda41476b,,AU,Melbourne,Australia,,100,"['Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.814651166102365, 'lng': 144.96647268430675}]",-37.814651166102365,144.96647268430675,"Melbourne CBD, Melbourne, VIC",3000,VIC,Coffee Supreme,v-1599966920,
54,"[{'id': '4bf58dd8d48988d199941735', 'name': 'College Arts Building', 'pluralName': 'College Arts Buildings', 'shortName': 'Arts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}, 'primary': True}]",False,4dd598442271c5d36d0eaef1,220 collins street,AU,Melbourne CBD,Australia,Collins street/swanston street,116,"['220 collins street (Collins street/swanston street)', 'Melbourne CBD VIC', 'Australia']","[{'label': 'display', 'lat': -37.815212316633236, 'lng': 144.966634024935}]",-37.815212316633236,144.966634024935,,,VIC,Coffee Art School Of Australia,v-1599966920,
55,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,54067f50498eed80aaf3c4c7,,AU,,Australia,,79,['Australia'],"[{'label': 'display', 'lat': -37.81449048774053, 'lng': 144.96610698002863}]",-37.81449048774053,144.96610698002863,,,,Press Coffee,v-1599966920,
56,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4d8964b6bc848cfabd7ec22b,2 melrose drive,AU,Melbourne,Australia,,119,"['2 melrose drive', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.8144379702747, 'lng': 144.96414941357807}]",-37.8144379702747,144.96414941357807,"Melbourne CBD, Melbourne, VIC",3000,VIC,Giancarlo Coffee,v-1599966920,
57,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4b131d9df964a5204d9423e3,303 Exhibition St,AU,Melbourne,Australia,btwn Latrobe St & Little Lonsdale St,91,"['303 Exhibition St (btwn Latrobe St & Little Lonsdale St)', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.808929, 'lng': 144.968939}]",-37.808929,144.968939,,3000,VIC,Decoy Cafe & Coffee Roasters,v-1599966921,
58,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4beccc082cf820a1204bb91c,"8 Beatrice Ave, Heidelberg West",AU,Victoria,Australia,Waterdale Rd,75,"['8 Beatrice Ave, Heidelberg West (Waterdale Rd)', 'Victoria Australia 3081', 'Australia']","[{'label': 'display', 'lat': -37.808871737558434, 'lng': 144.9691701151916}]",-37.808871737558434,144.9691701151916,,3081,Australia,Gridlock Coffee,v-1599966921,
59,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4b131d9df964a5204d9423e3,303 Exhibition St,AU,Melbourne,Australia,btwn Latrobe St & Little Lonsdale St,91,"['303 Exhibition St (btwn Latrobe St & Little Lonsdale St)', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.808929, 'lng': 144.968939}]",-37.808929,144.968939,,3000,VIC,Decoy Cafe & Coffee Roasters,v-1599966921,
60,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4beccc082cf820a1204bb91c,"8 Beatrice Ave, Heidelberg West",AU,Victoria,Australia,Waterdale Rd,75,"['8 Beatrice Ave, Heidelberg West (Waterdale Rd)', 'Victoria Australia 3081', 'Australia']","[{'label': 'display', 'lat': -37.808871737558434, 'lng': 144.9691701151916}]",-37.808871737558434,144.9691701151916,,3081,Australia,Gridlock Coffee,v-1599966921,
61,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4bfb13d1d2b720a1fa8f326a,1010 Latrobe Street,AU,Docklands,Australia,,76,"['1010 Latrobe Street', 'Docklands VIC 3008', 'Australia']","[{'label': 'display', 'lat': -37.813966920487125, 'lng': 144.94540425885077}]",-37.813966920487125,144.94540425885077,,3008,VIC,Coffee'n'all,v-1599966922,
62,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,5679eafc498ea45d268af319,119 Pelham Street,AU,Melbourne,Australia,,119,"['119 Pelham Street', 'Melbourne VIC 3053', 'Australia']","[{'label': 'display', 'lat': -37.80250850821116, 'lng': 144.96419021328444}]",-37.80250850821116,144.96419021328444,,3053,VIC,Midsquare Coffee,v-1599966925,
63,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,57213f4f498eaeb1b8aa02c5,380 La Trobe Street,AU,Melbourne,Australia,Queen Street,72,"['380 La Trobe Street (Queen Street)', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.81106, 'lng': 144.9581}]",-37.81106,144.9581,"Melbourne CBD, Melbourne, VIC",3000,VIC,Charles La Trobe Coffee Co,v-1599966928,
64,"[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,59dbf81edd844233ce0543ac,206 A'Beckett Street,AU,Melbourne,Australia,,79,"[""206 A'Beckett Street"", 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.810284, 'lng': 144.957168}]",-37.810284,144.957168,,3000,VIC,Pegasus Restaurant,v-1599966928,
65,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4c4c3ae842b4d13a7f4fc97f,SM North Sky Garden,AU,Quezon City,Australia,,83,"['SM North Sky Garden', 'Quezon City', 'Australia']","[{'label': 'display', 'lat': -37.815438, 'lng': 144.974627}]",-37.815438,144.974627,,,,The Coffee Experience,v-1599966929,
66,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,4c4f7508a7351b8d4d9b1c93,1 Collins St.,AU,East Melbourne,Australia,,145,"['1 Collins St.', 'East Melbourne VIC 3002', 'Australia']","[{'label': 'display', 'lat': -37.813548945313656, 'lng': 144.9736223652445}]",-37.813548945313656,144.9736223652445,,3002,VIC,Signature Coffee,v-1599966929,
67,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,4c5121a6d2a7c9b65927af10,800 Collins St,AU,Docklands,Australia,,79,"['800 Collins St', 'Docklands VIC', 'Australia']","[{'label': 'display', 'lat': -37.820489013531464, 'lng': 144.9486787133231}]",-37.820489013531464,144.9486787133231,,,VIC,Coffee Club,v-1599966933,
68,"[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,5ccf6f693e674100396af08b,,AU,Docklands,Australia,,98,"['Docklands VIC 3008', 'Australia']","[{'label': 'display', 'lat': -37.819926, 'lng': 144.950451}]",-37.819926,144.950451,,3008,VIC,Esclipse Specialty Coffee,v-1599966933,
69,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,5bad72f9364d97002c6e42de,104t/605 Lonsdale St,AU,Melbourne,Australia,,109,"['104t/605 Lonsdale St', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.815025, 'lng': 144.954141}]",-37.815025,144.954141,,3000,VIC,Commonplace Coffee Brewer,v-1599966934,
70,"[{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}]",False,5bad72f9364d97002c6e42de,104t/605 Lonsdale St,AU,Melbourne,Australia,,109,"['104t/605 Lonsdale St', 'Melbourne VIC 3000', 'Australia']","[{'label': 'display', 'lat': -37.815025, 'lng': 144.954141}]",-37.815025,144.954141,,3000,VIC,Commonplace Coffee Brewer,v-1599966935,
