data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student accommodation units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application_no,longitude,latitude,Location 1
Pre May 16,X000568,COMPLETED,2012,West Melbourne (Residential),411,1-13 Abbotsford Street WEST MELBOURNE VIC 3003,100001,,,,,3,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9432805,-37.80791988,POINT (144.9432805 -37.80791988)
Pre May 16,X000479,COMPLETED,2006,North Melbourne,342,191-201 Abbotsford Street NORTH MELBOURNE VIC 3051,100023,,,,,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9450298,-37.80282184,POINT (144.9450298 -37.80282184)
Pre May 16,X000459,COMPLETED,2005,North Melbourne,333,218-224 Abbotsford Street NORTH MELBOURNE VIC 3051,100119,,,,,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9459475,-37.80204879,POINT (144.9459475 -37.80204879)
Pre May 16,X000573,COMPLETED,2013,West Melbourne (Residential),414,56-62 Abbotsford Street WEST MELBOURNE VIC 3003,100144,,,,,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9447186,-37.80679128,POINT (144.9447186 -37.80679128)
Pre May 16,X000288,COMPLETED,2011,Melbourne (CBD),104,150-154 A'Beckett Street MELBOURNE VIC 3000,100163,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,144.9589709,-37.80959665,POINT (144.9589709 -37.80959665)
Pre May 16,X000557,COMPLETED,2002,West Melbourne (Residential),401,7-21 Anderson Street WEST MELBOURNE VIC 3003,100435,,,,,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9415469,-37.80477682,POINT (144.9415469 -37.80477682000001)
Pre May 16,X000563,COMPLETED,2014,West Melbourne (Residential),409,1-9 Stawell Street WEST MELBOURNE VIC 3003,100441,,,,,3,28,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,144.9420962,-37.80607242,POINT (144.9420962 -37.80607242)
Pre May 16,X000448,COMPLETED,2015,North Melbourne,314,302-308 Arden Street NORTH MELBOURNE VIC 3051,100509,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,24,6,0,144.9377236,-37.79925034,POINT (144.9377236 -37.79925034)
Pre May 16,X000449,COMPLETED,2009,North Melbourne,315,North Melbourne Recreation Reserve 204-206 Arden Street NORTH MELBOURNE VIC 3051,100514,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,768",101,0,0,0,0,"2,494",0,0,0,0,0,144.9414326,-37.79892607,POINT (144.9414326 -37.79892607)
Pre May 16,X000458,COMPLETED,2004,North Melbourne,330,162-168 Arden Street NORTH MELBOURNE VIC 3051,100519,,,,,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9462277,-37.80032041,POINT (144.9462277 -37.80032041)
Pre May 16,X000996,COMPLETED,2013,North Melbourne,"1,012",201 Arden Street NORTH MELBOURNE VIC 3051,100552,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9410467,-37.80029861,POINT (144.9410467 -37.80029861)
Pre May 16,X000997,COMPLETED,2007,North Melbourne,"1,012",229-235 Arden Street NORTH MELBOURNE VIC 3051,100556,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,144.9392856,-37.80037382,POINT (144.9392856 -37.80037382)
Pre May 16,X000955,COMPLETED,2002,Parkville,903,192-198 The Avenue PARKVILLE VIC 3052,100615,,,,,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9578135,-37.78295736,POINT (144.9578135 -37.78295736)
Pre May 16,X000395,COMPLETED,2005,Carlton,257,24-30 Barkly Place CARLTON VIC 3053,100732,,,,,6,0,0,0,0,0,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9614476,-37.803003,POINT (144.9614476 -37.803003)
Pre May 16,X000394,COMPLETED,2002,Carlton,257,16-18 Barkly Place CARLTON VIC 3053,100734,,,,,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9614195,-37.80320056,POINT (144.9614195 -37.80320056)
Pre May 16,X000706,COMPLETED,2015,Melbourne (Remainder),659,Melbourne Park 200 Batman Avenue MELBOURNE VIC 3004,100847,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,000",0,0,0,0,0,144.9790068,-37.82129682,POINT (144.9790068 -37.82129682)
Pre May 16,X000279,COMPLETED,2014,West Melbourne (Residential),101,49-53 Batman Street WEST MELBOURNE VIC 3003,100850,,,,,16,140,0,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,144.9515544,-37.81113438,POINT (144.9515544 -37.81113438)
Pre May 16,X000617,COMPLETED,2009,West Melbourne (Residential),444,115-129 Batman Street WEST MELBOURNE VIC 3003,100853,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,704",0,0,0,0,0,0,0,0,0,0,0,144.9493029,-37.8116145,POINT (144.9493029 -37.8116145)
Pre May 16,X000231,COMPLETED,2003,Melbourne (CBD),87,11-21 Bennetts Lane MELBOURNE VIC 3000,101021,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,320,0,0,0,0,0,0,0,0,0,0,144.9676825,-37.80916563,POINT (144.9676825 -37.80916563)
Pre May 16,X000229,COMPLETED,2010,Melbourne (CBD),87,10-14 Bennetts Lane MELBOURNE VIC 3000,101028,,,,,14,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.967921,-37.80905204,POINT (144.967921 -37.80905204)
Pre May 16,X000404,COMPLETED,2013,Carlton,260,97-115 Berkeley Street MELBOURNE VIC 3000,101043,,,,,12,0,0,0,0,0,0,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9587954,-37.80310281,POINT (144.9587954 -37.80310281)
Pre May 16,X000362,COMPLETED,2006,Carlton,239,223 Berkeley Street MELBOURNE VIC 3000,101049,,,,,8,0,0,0,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9584344,-37.80027561,POINT (144.9584344 -37.80027561)
Pre May 16,X000532,COMPLETED,2003,North Melbourne,375,4-12 Blackwood Street NORTH MELBOURNE VIC 3051,101096,,,,,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,144.9547459,-37.80191511,POINT (144.9547459 -37.80191511)
Pre May 16,X000122,COMPLETED,2010,Melbourne (CBD),48,65-71 Bourke Street MELBOURNE VIC 3000,101114,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,191",0,0,0,0,0,0,0,0,0,0,0,144.9714501,-37.81227537,POINT (144.9714501 -37.81227537)
Pre May 16,X000114,COMPLETED,2010,Melbourne (CBD),47,131-135 Bourke Street MELBOURNE VIC 3000,101118,,,,,25,0,0,0,0,0,0,0,0,0,0,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.969468,-37.81300651,POINT (144.969468 -37.81300651)
Pre May 16,X000106,COMPLETED,2007,Melbourne (CBD),45,Centrepoint Mall 283-297 Bourke Street MELBOURNE VIC 3000,101140,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,690",0,0,0,0,0,0,0,0,0,0,144.9652244,-37.81420896,POINT (144.9652244 -37.81420896000001)
Pre May 16,X000102,COMPLETED,2005,Melbourne (CBD),44,359-385 Bourke Street MELBOURNE VIC 3000,101146,,,,,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,300",0,0,0,0,0,0,0,0,0,0,144.9629215,-37.81492946,POINT (144.9629215 -37.81492946)
Pre May 16,X000103,COMPLETED,2007,Melbourne (CBD),44,393-403 Bourke Street MELBOURNE VIC 3000,101147,,,,,8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,197",0,0,0,0,0,0,0,0,0,0,144.9621906,-37.81513916,POINT (144.9621906 -37.81513916)
Pre May 16,X000095,COMPLETED,2005,Melbourne (CBD),43,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,101154,,,,,18,0,0,0,0,0,0,0,0,0,112,0,112,0,0,"11,330",725,0,0,0,0,0,0,0,0,0,0,144.9595846,-37.81588557,POINT (144.9595846 -37.81588557)
Pre May 16,X000094,COMPLETED,2012,Melbourne (CBD),42,527-555 Bourke Street MELBOURNE VIC 3000,101155,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,443","2,055",0,0,0,0,0,0,0,300,0,0,144.9578145,-37.81636454,POINT (144.9578145 -37.81636454)
Pre May 16,X000124,COMPLETED,2006,Melbourne (CBD),51,636-638 Bourke Street MELBOURNE VIC 3000,101169,,,,,5,0,0,0,0,0,0,0,0,0,5,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9547125,-37.81628199,POINT (144.9547125 -37.81628199)
Pre May 16,X000129,COMPLETED,2015,Melbourne (CBD),52,562-574 Bourke Street MELBOURNE VIC 3000,101173,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,881",560,0,0,0,0,325,0,0,0,341,0,144.9567556,-37.8155088,POINT (144.9567556 -37.8155088)
Pre May 16,X000136,COMPLETED,2004,Melbourne (CBD),55,General Post Office 338-352 Bourke Street MELBOURNE VIC 3000,101193,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,"5,110",0,0,0,0,0,0,0,0,0,0,144.9632886,-37.81360352,POINT (144.9632886 -37.81360352)
Pre May 16,X000135,COMPLETED,2010,Melbourne (CBD),55,314-336 Bourke Street MELBOURNE VIC 3000,101194,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9638271,-37.81344774,POINT (144.9638271 -37.81344774)
Pre May 16,X000134,COMPLETED,2009,Melbourne (CBD),55,294-312 Bourke Street MELBOURNE VIC 3000,101195,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9644292,-37.8133313,POINT (144.9644292 -37.8133313)
Pre May 16,X000140,COMPLETED,2011,Melbourne (CBD),56,Target Centre 222-244 Bourke Street MELBOURNE VIC 3000,101200,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,563",0,0,0,0,0,0,0,144.9662781,-37.81273571,POINT (144.9662781 -37.81273571)
Pre May 16,X000139,COMPLETED,2010,Melbourne (CBD),56,206-218 Bourke Street MELBOURNE VIC 3000,101202,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,500","9,000",0,0,"1,570",0,552,0,0,0,0,0,144.9668682,-37.81267467,POINT (144.9668682 -37.81267467000001)
Pre May 16,X000142,COMPLETED,2009,Melbourne (CBD),57,140 East 134-144 Bourke Street MELBOURNE VIC 3000,101213,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,429",314,0,0,0,0,0,0,0,0,0,0,144.9688374,-37.81202281,POINT (144.9688374 -37.81202281)
Pre May 16,X000411,COMPLETED,2008,Carlton,263,The Bellagio Carlton 63-69 Bouverie Street CARLTON VIC 3053,101242,,,,,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,144.9613774,-37.80495785,POINT (144.9613774 -37.80495785000001)
Pre May 16,X000412,COMPLETED,2012,Carlton,263,71-79 Bouverie Street CARLTON VIC 3053,101243,,,,,8,0,0,0,0,0,88,0,88,0,0,0,0,0,0,40,0,0,0,0,0,180,0,0,0,0,0,144.961409,-37.80478096,POINT (144.961409 -37.80478096)
Pre May 16,X000390,COMPLETED,2003,Carlton,257,117-121 Bouverie Street CARLTON VIC 3053,101245,,,,,4,0,0,0,0,0,39,0,39,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,144.9615731,-37.80376613,POINT (144.9615731 -37.80376613)
Pre May 16,X000393,COMPLETED,2006,Carlton,257,139-143 Bouverie Street CARLTON VIC 3053,101248,,,,,9,0,0,0,0,0,93,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9616992,-37.80322394,POINT (144.9616992 -37.80322394)
Pre May 16,X000367,COMPLETED,2009,Carlton,242,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,101255,,,,,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9616182,-37.80103675,POINT (144.9616182 -37.80103675000001)
Pre May 16,X000455,COMPLETED,2011,North Melbourne,318,Ukrainian Catholic Church 35-37 Canning Street NORTH MELBOURNE VIC 3051,101359,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,144.9441003,-37.79644747,POINT (144.9441003 -37.79644747)
Pre May 16,X000514,COMPLETED,2012,North Melbourne,365,182-194 Capel Street NORTH MELBOURNE VIC 3051,101540,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,144.955907,-37.803162,POINT (144.955907 -37.803162)
Pre May 16,X000502,COMPLETED,2009,North Melbourne,358,108-112 Capel Street NORTH MELBOURNE VIC 3051,101560,,,,,4,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9555006,-37.80541077,POINT (144.9555006 -37.80541077)
Pre May 16,X000425,COMPLETED,2012,Carlton,265,51 Cardigan Street CARLTON VIC 3053,101578,,,,,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9642508,-37.80552905,POINT (144.9642508 -37.80552905)
Pre May 16,X000369,COMPLETED,2002,Carlton,245,203-225 Cardigan Street CARLTON VIC 3053,101608,,,,,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9649452,-37.80170813,POINT (144.9649452 -37.80170813)
Pre May 16,X000329,COMPLETED,2011,Carlton,203,437-439 Cardigan Street CARLTON VIC 3053,101629,,,,,2,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9659805,-37.7958311,POINT (144.9659805 -37.7958311)
Pre May 16,X000490,COMPLETED,2014,North Melbourne,353,76-78 Chapman Street NORTH MELBOURNE VIC 3051,101848,,,,,3,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9478971,-37.79531399,POINT (144.9478971 -37.79531399)
Pre May 16,X000594,COMPLETED,2003,West Melbourne (Residential),432,30-44 Chetwynd Street WEST MELBOURNE VIC 3003,101966,,,,,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,144.9523847,-37.80708219,POINT (144.9523847 -37.80708219)
Pre May 16,X000688,COMPLETED,2009,East Melbourne,615,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,,,,,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9841024,-37.812282,POINT (144.9841024 -37.812282)
Pre May 16,X000689,COMPLETED,2010,East Melbourne,615,126-158 Clarendon Street EAST MELBOURNE VIC 3002,102007,,,,,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9841024,-37.812282,POINT (144.9841024 -37.812282)
Pre May 16,X000507,COMPLETED,2012,North Melbourne,361,2-14 Cobden Street NORTH MELBOURNE VIC 3051,102045,,,,,4,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9574951,-37.80552735,POINT (144.9574951 -37.80552735)
Pre May 16,X000436,COMPLETED,2012,Parkville,271,Queen's College 1-17 College Crescent PARKVILLE VIC 3052,102050,,,,,4,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9631654,-37.79341349,POINT (144.9631654 -37.79341349)
Pre May 16,X000437,COMPLETED,2007,Parkville,271,St Hilda's College 19-27 College Crescent PARKVILLE VIC 3052,102051,,,,,5,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9625605,-37.79262915,POINT (144.9625605 -37.79262915000001)
Pre May 16,X000438,COMPLETED,2014,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9605351,-37.7930669,POINT (144.9605351 -37.7930669)
Pre May 16,X000439,COMPLETED,2006,Parkville,271,Ormond College 29-55 College Crescent PARKVILLE VIC 3052,102052,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,082",0,0,0,0,0,0,0,0,0,0,0,144.9605351,-37.7930669,POINT (144.9605351 -37.7930669)
Pre May 16,X000440,COMPLETED,2007,Parkville,271,Trinity College 100 Royal Parade PARKVILLE VIC 3052,102054,,,,,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9594147,-37.79514063,POINT (144.9594147 -37.79514063)
Pre May 16,X000060,COMPLETED,2013,Melbourne (CBD),26,167-173 Collins Street MELBOURNE VIC 3000,102074,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,394","1,600",0,0,0,0,0,0,0,136,0,0,144.9683148,-37.81566141,POINT (144.9683148 -37.81566141)
Pre May 16,X000057,COMPLETED,2009,Melbourne (CBD),25,241-245 Collins Street MELBOURNE VIC 3000,102081,,,,,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9658297,-37.81606227,POINT (144.9658297 -37.81606227)
Pre May 16,X000058,COMPLETED,2007,Melbourne (CBD),25,271-285 Collins Street MELBOURNE VIC 3000,102086,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000",0,0,0,0,0,0,0,0,0,0,144.9649787,-37.81654626,POINT (144.9649787 -37.81654626)
Pre May 16,X000059,COMPLETED,2012,Melbourne (CBD),25,287-301 Collins Street MELBOURNE VIC 3000,102087,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,174",0,0,0,0,0,0,0,0,0,0,0,144.9644915,-37.81642214,POINT (144.9644915 -37.81642214)
Pre May 16,X000055,COMPLETED,2012,Melbourne (CBD),24,351-357 Collins Street MELBOURNE VIC 3000,102091,,,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,000","1,800",0,0,0,0,0,0,0,40,0,0,144.9627882,-37.8172905,POINT (144.9627882 -37.8172905)
Pre May 16,X000070,COMPLETED,2002,Melbourne (CBD),31,Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,102109,,,,,28,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,144.9543508,-37.81867521,POINT (144.9543508 -37.81867521)
Pre May 16,X000068,COMPLETED,2015,Melbourne (CBD),31,568-580 Collins Street MELBOURNE VIC 3000,102112,,,,,67,588,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,100",288,0,0,0,0,0,0,0,266,190,0,144.9554242,-37.81836589,POINT (144.9554242 -37.81836589)
Pre May 16,X000067,COMPLETED,2003,Melbourne (CBD),31,McPherson's Building 546-566 Collins Street MELBOURNE VIC 3000,102113,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,"1,400",0,0,0,0,0,0,0,0,0,0,144.9558442,-37.81824449,POINT (144.95584420000003 -37.81824449)
Pre May 16,X000073,COMPLETED,2005,Melbourne (CBD),32,480-490 Collins Street MELBOURNE VIC 3000,102118,,,,,21,29,0,0,0,0,0,0,0,0,0,260,260,0,0,"1,470",259,0,0,0,0,0,0,0,0,0,0,144.9579658,-37.81764139,POINT (144.9579658 -37.81764139)
Pre May 16,X000076,COMPLETED,2008,Melbourne (CBD),33,454-456 Collins Street MELBOURNE VIC 3000,102122,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,275",0,0,0,0,0,0,0,0,0,0,0,144.9592317,-37.81734734,POINT (144.9592317 -37.81734734)
Pre May 16,X000074,COMPLETED,2012,Melbourne (CBD),33,400-402 Collins Street MELBOURNE VIC 3000,102130,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,927",272,0,0,0,0,0,0,0,0,0,0,144.9609385,-37.8168249,POINT (144.9609385 -37.8168249)
Pre May 16,X000083,COMPLETED,2011,Melbourne (CBD),35,258-274 Collins Street MELBOURNE VIC 3000,102143,,,,,13,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9648904,-37.81537999,POINT (144.9648904 -37.81537999)
Pre May 16,X001141,COMPLETED,2009,West Melbourne (Industrial),"1,111",25 Enterprize Road WEST MELBOURNE VIC 3003,102179,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,"13,500",0,0,0,0,0,0,0,0,144.9293874,-37.81616148,POINT (144.9293874 -37.81616148)
Pre May 16,X000116,COMPLETED,2011,Melbourne (CBD),47,20-26 Coromandel Place MELBOURNE VIC 3000,102197,,,,,16,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,144.9692548,-37.81302783,POINT (144.9692548 -37.81302783)
Pre May 16,X000516,COMPLETED,2012,North Melbourne,367,La Trobe Close 13-39 Courtney Street NORTH MELBOURNE VIC 3051,102203,,,,,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,144.9535114,-37.8022174,POINT (144.9535114 -37.8022174)
Pre May 16,X000488,COMPLETED,2015,North Melbourne,347,90-98 Curzon Street NORTH MELBOURNE VIC 3051,102370,,,,,3,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9486062,-37.80180468,POINT (144.9486062 -37.801804680000004)
Pre May 16,X000667,COMPLETED,2005,Kensington,520,56-68 Derby Street KENSINGTON VIC 3031,102489,,,,,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9274052,-37.79757493,POINT (144.9274052 -37.79757493)
Pre May 16,X000946,COMPLETED,2003,South Yarra,861,143-151 Domain Road SOUTH YARRA VIC 3141,102499,,,,,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9810994,-37.83420325,POINT (144.9810994 -37.83420325)
Pre May 16,X000355,COMPLETED,2009,Carlton,219,Rosso Apartments 262-276 Drummond Street CARLTON VIC 3053,102731,,,,,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9688791,-37.79976069,POINT (144.9688791 -37.79976069)
Pre May 16,X000611,COMPLETED,2011,West Melbourne (Residential),443,100-154 Batman Street WEST MELBOURNE VIC 3003,102953,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,390",0,0,0,0,0,0,0,0,0,0,0,144.9489427,-37.81101185,POINT (144.9489427 -37.81101185)
Pre May 16,X000604,COMPLETED,2005,West Melbourne (Residential),440,104-128 Dudley Street WEST MELBOURNE VIC 3003,102960,,,,,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9512713,-37.8092538,POINT (144.9512713 -37.8092538)
Pre May 16,X000603,COMPLETED,2015,West Melbourne (Residential),439,52-54 Dudley Street WEST MELBOURNE VIC 3003,102972,,,,,5,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144.9534802,-37.80866622,POINT (144.9534802 -37.80866622)
Pre May 16,X000624,COMPLETED,2012,West Melbourne (Industrial),501,442-452 Dynon Road WEST MELBOURNE VIC 3003,102997,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,0,0,0,0,0,0,0,0,0,144.9130748,-37.80083691,POINT (144.9130748 -37.80083691)
Pre May 16,X000999,COMPLETED,2012,West Melbourne (Industrial),"1,015",142-150 Dynon Road WEST MELBOURNE VIC 3003,103005,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,144.930412,-37.80291641,POINT (144.930412 -37.80291641)
Pre May 16,X000643,COMPLETED,2004,Kensington,513,457-469 Macaulay Road KENSINGTON VIC 3031,103033,,,,,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9315297,-37.79485049,POINT (144.9315297 -37.79485049)
Pre May 16,X000341,COMPLETED,2008,Carlton,208,230-232 Elgin Street CARLTON VIC 3053,103127,,,,,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9665749,-37.79681346,POINT (144.9665749 -37.79681346000001)
Pre May 16,X000340,COMPLETED,2006,Carlton,208,216-228 Elgin Street CARLTON VIC 3053,103128,,,,,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9668804,-37.79673722,POINT (144.9668804 -37.79673722)
Pre May 16,X000350,COMPLETED,2011,Carlton,214,168-174 Elgin Street CARLTON VIC 3053,103140,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9687787,-37.79708912,POINT (144.9687787 -37.79708912)
Pre May 16,X000351,COMPLETED,2010,Carlton,215,138-144 Elgin Street CARLTON VIC 3053,103144,,,,,3,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,144.9698102,-37.7971508,POINT (144.9698102 -37.797150800000004)
Pre May 16,X000079,COMPLETED,2007,Melbourne (CBD),34,97-103 Elizabeth Street MELBOURNE VIC 3000,103176,,,,,8,0,0,0,0,0,0,0,0,0,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9634959,-37.81591904,POINT (144.9634959 -37.815919040000004)
Pre May 16,X000253,COMPLETED,2014,Melbourne (CBD),94,284-294 La Trobe Street MELBOURNE VIC 3000,103216,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,000",0,0,0,0,0,0,0,144.9608496,-37.81001419,POINT (144.9608496 -37.81001419)
