data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student accommodation units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application_no,longitude,latitude,Location 1
Pre May 16,X000492,COMPLETED,2012,North Melbourne,355,448 Victoria Street NORTH MELBOURNE VIC 3051,109803,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9513519,-37.80505506,POINT (144.9513519 -37.80505506)
Pre May 16,X000494,COMPLETED,2011,North Melbourne,356,406-416 Victoria Street NORTH MELBOURNE VIC 3051,109814,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,009",0,0,0,0,0,0,0,0,0,0,144.9525726,-37.80518028,POINT (144.9525726 -37.80518028000001)
Pre May 16,X000499,COMPLETED,2009,North Melbourne,357,Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051,109824,,,,,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9543392,-37.80537856,POINT (144.9543392 -37.80537856)
Pre May 16,X000498,COMPLETED,2002,North Melbourne,357,328-350 Victoria Street NORTH MELBOURNE VIC 3051,109825,,,,,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,144.9547634,-37.80542601,POINT (144.9547634 -37.80542601)
Pre May 16,X000548,COMPLETED,2003,North Melbourne,378,1-9 Villiers Street NORTH MELBOURNE VIC 3051,109857,,,,,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9520654,-37.79989626,POINT (144.9520654 -37.79989626)
Pre May 16,X000549,COMPLETED,2005,North Melbourne,378,11-21A Villiers Street NORTH MELBOURNE VIC 3051,109859,,,,,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9522644,-37.79962041,POINT (144.9522644 -37.79962041)
Pre May 16,X001170,COMPLETED,2015,West Melbourne (Residential),439,33-37 Walsh Street WEST MELBOURNE VIC 3003,109942,,,,,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9533881,-37.80842803,POINT (144.95338810000004 -37.80842803)
Pre May 16,X000704,COMPLETED,2006,East Melbourne,656,95-111 Wellington Parade South EAST MELBOURNE VIC 3002,109984,,,,,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9806561,-37.81716733,POINT (144.9806561 -37.81716733)
Pre May 16,X000691,COMPLETED,2002,East Melbourne,618,1-9 Powlett Street EAST MELBOURNE VIC 3002,109996,,,,,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,144.9848349,-37.81608712,POINT (144.9848349 -37.81608712)
Pre May 16,X000673,COMPLETED,2003,Kensington,545,55 Westbourne Road KENSINGTON VIC 3031,110050,,,,,1,"1,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9222381,-37.79342871,POINT (144.9222381 -37.79342871)
Pre May 16,X000155,COMPLETED,2014,Melbourne (CBD),62,189-203 William Street MELBOURNE VIC 3000,110099,,,,,24,480,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9570652,-37.81464582,POINT (144.9570652 -37.81464582)
Pre May 16,X000157,COMPLETED,2010,Melbourne (CBD),62,William Cooper Justice Centre 223-229 William Street MELBOURNE VIC 3000,110101,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,730",0,0,0,0,0,0,0,0,0,0,0,144.957026,-37.81403791,POINT (144.957026 -37.81403791)
Pre May 16,X000207,COMPLETED,2004,Melbourne (CBD),82,277-287 William Street MELBOURNE VIC 3000,110108,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,603",355,0,0,0,0,0,0,0,0,0,0,144.9563615,-37.8125206,POINT (144.9563615 -37.8125206)
Pre May 16,X000248,COMPLETED,2014,Melbourne (CBD),93,Art on the Park Apartments 330-352 William Street MELBOURNE VIC 3000,110140,,,,,36,354,0,291,62,1,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,558,0,0,445,266,0,144.9565752,-37.81124627,POINT (144.9565752 -37.811246270000005)
Pre May 16,X000541,COMPLETED,2003,North Melbourne,377,29-35 Wreckyn Street NORTH MELBOURNE VIC 3051,110258,,,,,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,144.9541318,-37.80003487,POINT (144.9541318 -37.80003487)
Pre May 16,X000538,COMPLETED,2010,North Melbourne,376,36-48 Wreckyn Street NORTH MELBOURNE VIC 3051,110259,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,295",0,0,0,0,0,490,0,0,0,0,0,144.9547748,-37.80037791,POINT (144.9547748 -37.80037791000001)
Pre May 16,X000537,COMPLETED,2005,North Melbourne,376,30-34 Wreckyn Street NORTH MELBOURNE VIC 3051,110260,,,,,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9545415,-37.80053674,POINT (144.9545415 -37.80053674)
Pre May 16,X000535,COMPLETED,2010,North Melbourne,376,16-28 Wreckyn Street NORTH MELBOURNE VIC 3051,110261,,,,,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,144.9542365,-37.80069722,POINT (144.9542365 -37.80069722)
Pre May 16,X000705,COMPLETED,2011,East Melbourne,658,Yarra Park Brunton Avenue EAST MELBOURNE VIC 3002,110264,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,273",0,0,0,0,0,700,0,0,0,0,0,144.9872722,-37.81975517,POINT (144.9872722 -37.81975517)
Pre May 16,X000892,COMPLETED,2002,Southbank,801,Riverside Apartments 1 Riverside Quay SOUTHBANK VIC 3006,110336,,,,,8,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,144.9638779,-37.82190773,POINT (144.9638779 -37.82190773)
Pre May 16,X000934,COMPLETED,2002,Southbank,812,Gallery Tower 27-33 City Road SOUTHBANK VIC 3006,110350,,,,,19,58,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9668593,-37.82173393,POINT (144.9668593 -37.82173393)
Pre May 16,X000928,COMPLETED,2015,Southbank,811,WRAP Residences 133-139 City Road SOUTHBANK VIC 3006,110362,,,,,41,287,0,129,154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9635826,-37.82348398,POINT (144.9635826 -37.82348398)
Pre May 16,X000929,COMPLETED,2015,Southbank,811,141-155 City Road SOUTHBANK VIC 3006,110364,,,,,46,517,0,241,140,136,0,0,0,0,0,0,0,0,0,0,"1,385",0,0,0,0,0,0,0,464,0,0,144.9632528,-37.82376428,POINT (144.9632528 -37.82376428)
Pre May 16,X000922,COMPLETED,2002,Southbank,810,The Summit Concierge Apartments 157-165 City Road SOUTHBANK VIC 3006,110366,,,,,26,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,144.9626783,-37.82425014,POINT (144.9626783 -37.82425014)
Pre May 16,X000919,COMPLETED,2012,Southbank,809,207-229 City Road SOUTHBANK VIC 3006,110368,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,12,0,144.9611636,-37.8257706,POINT (144.9611636 -37.8257706)
Pre May 16,X000733,COMPLETED,2012,Southbank,734,241-243 City Road SOUTHBANK VIC 3006,110370,,,,,43,350,0,38,249,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9600013,-37.82652034,POINT (144.9600013 -37.82652034)
Pre May 16,X000727,COMPLETED,2011,Southbank,732,The Bank Apartments 269-283 City Road SOUTHBANK VIC 3006,110373,,,,,41,360,0,81,268,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9590348,-37.82729583,POINT (144.9590348 -37.82729583)
Pre May 16,X000728,COMPLETED,2006,Southbank,732,285-291 City Road SOUTHBANK VIC 3006,110375,,,,,15,3,0,0,0,0,0,0,0,0,0,57,57,0,0,163,0,0,0,0,0,0,0,0,0,0,0,144.9587797,-37.82742528,POINT (144.9587797 -37.82742528)
Pre May 16,X000918,COMPLETED,2009,Southbank,808,Southbank One 174-184 City Road SOUTHBANK VIC 3006,110385,,,,,37,317,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,694","1,414",0,0,0,0,0,0,0,0,0,0,144.9619163,-37.8238378,POINT (144.9619163 -37.82383780000001)
Pre May 16,X000943,COMPLETED,2015,Southbank,815,276-282 City Road SOUTHBANK VIC 3006,110394,,,,,23,108,0,81,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,0,144.9591382,-37.82638529,POINT (144.9591382 -37.82638529)
Pre May 16,X000722,COMPLETED,2006,Southbank,730,334-342 City Road SOUTHBANK VIC 3006,110401,,,,,6,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9573511,-37.82783763,POINT (144.9573511 -37.82783763)
Pre May 16,X000937,COMPLETED,2010,Southbank,812,Triptych Apartments 8-10 Kavanagh Street SOUTHBANK VIC 3006,110413,,,,,30,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,144.9665796,-37.82248629,POINT (144.9665796 -37.82248629)
Pre May 16,X000932,COMPLETED,2008,Southbank,812,18 Kavanagh Street SOUTHBANK VIC 3006,110416,,,,,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,329",87,0,0,0,0,0,0,0,0,0,0,144.9660269,-37.82271891,POINT (144.9660269 -37.82271891)
Pre May 16,X000933,COMPLETED,2003,Southbank,812,Southpoint Apartments 20-22 Kavanagh Street SOUTHBANK VIC 3006,110417,,,,,31,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,144.9658274,-37.82280805,POINT (144.9658274 -37.822808050000006)
Pre May 16,X000762,COMPLETED,2004,Southbank,748,Eight Apartments 6-8 Dorcas Street SOUTHBANK VIC 3006,110433,,,,,20,180,0,0,0,0,0,0,0,0,0,45,45,0,0,0,"1,592",0,0,0,0,0,0,0,0,0,0,144.9701752,-37.82984525,POINT (144.9701752 -37.82984525)
Pre May 16,X000756,COMPLETED,2010,Southbank,748,Elm Apartments 18-24 Dorcas Street SOUTHBANK VIC 3006,110435,,,,,17,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,144.9695712,-37.83002099,POINT (144.9695712 -37.83002099)
Pre May 16,X000745,COMPLETED,2013,Southbank,740,151-169 Kings Way SOUTHBANK VIC 3006,110443,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,144.9638035,-37.82871319,POINT (144.9638035 -37.82871319)
Pre May 16,X000761,COMPLETED,2013,Southbank,748,The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,110456,,,,,21,353,0,205,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,144.9693921,-37.82956556,POINT (144.9693921 -37.82956556)
Pre May 16,X000751,COMPLETED,2012,Southbank,747,Global Television Studios 49-61 Coventry Street SOUTHBANK VIC 3006,110457,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.968718,-37.83001576,POINT (144.96871800000002 -37.83001576)
Pre May 16,X000731,COMPLETED,2013,Southbank,732,58 Clarke Street SOUTHBANK VIC 3006,110468,,,,,34,147,0,89,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9593382,-37.82786535,POINT (144.9593382 -37.82786535)
Pre May 16,X000718,COMPLETED,2013,Southbank,729,Tiara Apartments 46-50 Haig Street SOUTHBANK VIC 3006,110474,,,,,32,211,0,211,0,0,0,0,0,0,0,0,0,0,0,401,400,0,0,0,0,94,0,0,181,74,0,144.9569458,-37.8268301,POINT (144.9569458 -37.8268301)
Pre May 16,X000726,COMPLETED,2010,Southbank,732,109-117 Clarendon Street SOUTHBANK VIC 3006,110482,,,,,33,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,144.9584752,-37.82773625,POINT (144.9584752 -37.82773625)
Pre May 16,X000907,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000908,COMPLETED,2011,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000910,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,20,0,0,0,0,0,0,0,0,0,396,0,396,0,0,"1,513",633,0,0,0,0,"7,011",0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000911,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,188",0,0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000912,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000",0,0,0,0,0,0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000915,COMPLETED,2009,Southbank,804,Melbourne Convention Exhibition Centre 2-26 Clarendon Street SOUTH WHARF VIC 3006,110484,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,999",0,0,0,0,0,437,0,0,0,0,0,144.9523045,-37.82538979,POINT (144.9523045 -37.82538979)
Pre May 16,X000720,COMPLETED,2009,Southbank,729,Vue Grande Apartments 61-67 Whiteman Street SOUTHBANK VIC 3006,110486,,,,,35,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,144.9568018,-37.82609804,POINT (144.9568018 -37.82609804)
Pre May 16,X000890,COMPLETED,2002,Port Melbourne,791,198-218 Lorimer Street PORT MELBOURNE VIC 3207,110496,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,040",0,0,0,0,0,0,0,0,0,0,0,144.9012716,-37.82978647,POINT (144.9012716 -37.82978647000001)
Pre May 16,X000880,COMPLETED,2009,Port Melbourne,790,344-370 Lorimer Street PORT MELBOURNE VIC 3207,110504,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,200",0,0,0,0,0,0,0,0,0,0,0,144.9101632,-37.82374211,POINT (144.9101632 -37.82374211)
Pre May 16,X000840,COMPLETED,2012,Port Melbourne,781,674-702 Lorimer Street PORT MELBOURNE VIC 3207,110515,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,0,0,0,0,0,0,0,0,0,144.9233618,-37.82230248,POINT (144.9233618 -37.82230248)
Pre May 16,X000841,COMPLETED,2010,Port Melbourne,781,704-744 Lorimer Street PORT MELBOURNE VIC 3207,110516,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,780",0,0,0,0,0,0,0,0,53,0,0,144.9254499,-37.82167499,POINT (144.9254499 -37.82167499)
Pre May 16,X000842,COMPLETED,2008,Port Melbourne,781,704-744 Lorimer Street PORT MELBOURNE VIC 3207,110516,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,2400,"1,718",0,0,0,0,0,0,0,0,144.9254499,-37.82167499,POINT (144.9254499 -37.82167499)
Pre May 16,X000767,COMPLETED,2007,Docklands,772,Hallmarc Business Park 69-79 Lorimer Street DOCKLANDS VIC 3008,110528,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,157",0,0,0,0,0,0,0,0,0,0,0,144.9427044,-37.82495447,POINT (144.9427044 -37.82495447)
Pre May 16,X000768,COMPLETED,2011,Docklands,772,81-83 Lorimer Street DOCKLANDS VIC 3008,110529,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,266",0,0,0,0,0,0,0,0,89,0,0,144.9421449,-37.82460896,POINT (144.9421449 -37.824608960000006)
Pre May 16,X000909,COMPLETED,2011,Southbank,804,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,110537,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,144.9534093,-37.82429078,POINT (144.9534093 -37.82429078)
Pre May 16,X000914,COMPLETED,2010,Southbank,804,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,110537,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,144.9534093,-37.82429078,POINT (144.9534093 -37.82429078)
Pre May 16,X000835,COMPLETED,2010,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,500,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,POINT (144.9253878 -37.82302894)
Pre May 16,X000836,COMPLETED,2009,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,495",0,0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,POINT (144.9253878 -37.82302894)
Pre May 16,X000837,COMPLETED,2003,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,POINT (144.9253878 -37.82302894)
Pre May 16,X000838,COMPLETED,2004,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,841",0,0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,POINT (144.9253878 -37.82302894)
Pre May 16,X000839,COMPLETED,2007,Port Melbourne,781,49-89 Turner Street PORT MELBOURNE VIC 3207,110551,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,855",0,0,0,0,0,0,0,0,0,0,0,144.9253878,-37.82302894,POINT (144.9253878 -37.82302894)
Pre May 16,X000833,COMPLETED,2005,Port Melbourne,779,2-46 Douglas Street PORT MELBOURNE VIC 3207,110587,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,198",0,0,0,0,0,0,0,0,0,0,0,144.9257011,-37.82601613,POINT (144.9257011 -37.82601613)
Pre May 16,X000848,COMPLETED,2002,Port Melbourne,786,157-171 Salmon Street PORT MELBOURNE VIC 3207,110588,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,469",0,0,0,0,0,0,0,0,0,0,0,144.9212377,-37.82732829,POINT (144.9212377 -37.82732829)
Pre May 16,X000846,COMPLETED,2010,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000847,COMPLETED,2008,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,816",0,0,0,0,0,0,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000849,COMPLETED,2010,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,855",0,0,0,0,0,0,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000851,COMPLETED,2010,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000852,COMPLETED,2009,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000854,COMPLETED,2010,Port Melbourne,786,173-187 Salmon Street PORT MELBOURNE VIC 3207,110589,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,144.9208695,-37.82604925,POINT (144.9208695 -37.82604925)
Pre May 16,X000850,COMPLETED,2005,Port Melbourne,786,189-219 Salmon Street PORT MELBOURNE VIC 3207,110591,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,902",0,0,0,0,0,0,0,0,0,0,0,144.9204815,-37.8247706,POINT (144.9204815 -37.8247706)
Pre May 16,X000843,COMPLETED,2006,Port Melbourne,784,Portside Business Park 247-267 Salmon Street PORT MELBOURNE VIC 3207,110597,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,320",0,0,0,0,0,0,0,0,0,0,0,144.9188427,-37.82228361,POINT (144.9188427 -37.82228361)
Pre May 16,X000844,COMPLETED,2010,Port Melbourne,784,Portside Business Park 247-267 Salmon Street PORT MELBOURNE VIC 3207,110597,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9188427,-37.82228361,POINT (144.9188427 -37.82228361)
Pre May 16,X000845,COMPLETED,2013,Port Melbourne,784,Portside Business Park 247-267 Salmon Street PORT MELBOURNE VIC 3207,110597,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,"1,713",0,0,0,0,0,32,0,0,144.9188427,-37.82228361,POINT (144.9188427 -37.82228361)
Pre May 16,X000746,COMPLETED,2006,Southbank,744,175-187 Sturt Street SOUTHBANK VIC 3006,110617,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,853",0,0,0,0,0,0,0,0,0,0,0,144.9662634,-37.82867473,POINT (144.9662634 -37.82867473)
Pre May 16,X000744,COMPLETED,2013,Southbank,738,152-166 Sturt Street SOUTHBANK VIC 3006,110622,,,,,26,317,0,135,182,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,144.9660716,-37.82539897,POINT (144.9660716 -37.82539897)
Pre May 16,X000737,COMPLETED,2002,Southbank,735,21-29 Moray Street SOUTHBANK VIC 3006,110631,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,144.9611301,-37.82729094,POINT (144.9611301 -37.827290940000005)
Pre May 16,X000077,COMPLETED,2008,Melbourne (CBD),34,353-359 Little Collins Street MELBOURNE VIC 3000,110669,,,,,9,0,0,0,0,0,0,0,0,0,142,0,142,0,0,0,224,0,0,0,0,0,0,0,0,0,0,144.9629964,-37.81569795,POINT (144.9629964 -37.81569795)
Pre May 16,X000763,COMPLETED,2012,Southbank,752,Arts Centre Melbourne 2-128 St Kilda Road SOUTHBANK VIC 3006,110733,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9681709,-37.82094593,POINT (144.9681709 -37.82094593)
Pre May 16,X000053,COMPLETED,2005,Melbourne (CBD),24,The Mark On Collins Apartments 319-325 Collins Street MELBOURNE VIC 3000,110763,,,,,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9636649,-37.81693152,POINT (144.9636649 -37.81693152)
Pre May 16,X001001,COMPLETED,2007,Docklands,"1,101",Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,110843,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,"21,158",0,0,0,0,0,0,0,0,0,0,144.95056,-37.81450443,POINT (144.95056 -37.81450443)
Pre May 16,X001004,COMPLETED,2009,Docklands,"1,101",641-679 Collins Street DOCKLANDS VIC 3008,110845,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,000",100,0,0,0,0,0,0,0,0,0,0,144.9530654,-37.8196843,POINT (144.9530654 -37.8196843)
Pre May 16,X000454,COMPLETED,2010,North Melbourne,317,60-96 Macaulay Road NORTH MELBOURNE VIC 3051,110854,,,,,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9423879,-37.7981559,POINT (144.9423879 -37.7981559)
Pre May 16,X000056,COMPLETED,2014,Melbourne (CBD),25,233-239 Collins Street MELBOURNE VIC 3000,110857,,,,,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.9661041,-37.81599654,POINT (144.9661041 -37.81599654)
Pre May 16,X000913,COMPLETED,2011,Southbank,804,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,110988,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,500",0,0,0,0,0,144.9504952,-37.82411112,POINT (144.9504952 -37.82411112)
Pre May 16,X000037,COMPLETED,2006,Melbourne (CBD),18,46-74 Flinders Street MELBOURNE VIC 3000,111071,,,,,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,406",356,0,0,0,0,0,0,0,0,0,0,144.9727209,-37.81546172,POINT (144.9727209 -37.81546172)
Pre May 16,X000430,COMPLETED,2008,Carlton,266,16-26 Orr Street CARLTON VIC 3053,111078,,,,,9,0,0,0,0,0,116,0,116,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,144.9654006,-37.80634035,POINT (144.9654006 -37.80634035)
Pre May 16,X000109,COMPLETED,2010,Melbourne (CBD),46,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,111394,,,,,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,144.9674376,-37.81354622,POINT (144.9674376 -37.81354622)
